ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
73,W,A 0-1000,WWW,WWW0009HI,1,,Orion Fine Wines,,Antinori,Antinori  Villa Antinori Bianco Toscana IGT,750 ml,Current vintage,621,900,,220.12,26%,,750,79.93,11%,17%,,1,,1,1,No,No,White Wine,Italy,Tuscany,Blended,"50% Tuscan Trebbiano and Malvasia, 35% Pinot bianco, 15% Rhine Riesling",Light,High,Low,Chicken|Fish|Seafood|Vegetables,,
74,W,A 0-1000,WWW,WWW0010AA,1,,Italasia,WLG-001W,Lungarotti,Lungarotti  Pinot Grigio IGT ,750 ml,Current vintage,413,840,,372.05,47%,,630,175.79,30%,25%,,,,1,1,No,No,White Wine,Italy,Umbria,Pinot Grigio,Pinot Grigio 100%,Medium,High,Low,Soft Cheese|Seafood|Pasta|Vegetables,,
75,W,B 1000-2000,WWW,WWW2256AA,0,,Italasia,WCL-002W,Eugenio Collavini,Eugenio Collavini  Chardonnay Del Sassi Cavi DOC,750 ml,Current vintage,507.5,1035,,459.79,48%,,780,221.47,30%,25%,,,,,,Yes,No,White Wine,Italy,Friuli-Venezia Giulia,Chardonnay,Chardonnay 100%,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
76,W,B 1000-2000,WWW,WWW0012AD,1,,IWS,W-NZRA-00175,Craggy Range,Craggy Range  Te Muna Sauvignon Blanc Martinborough,750 ml,Current vintage,720,1079,,288.41,29%,,870,93.08,11%,19%,,,,1,3,Yes,No,White Wine,New Zealand,Martinborough,Sauvignon Blanc,Sauvignon Blanc 100%,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
77,W,A 0-1000,WWW,WWW0022AD,1,,IWS,W-FRML-01175,Chateau Villa Bel Air,Chateau Villa Bel Air Blanc,750 ml,Current vintage,715,999,928,152.29,18%,7%,860,88.74,11%,7%,Homey Dinner & Wine,,,,,Yes,No,White Wine,France,Bordeaux,Sauvignon Blanc,"Sauvignon Blanc 65%, Semillon 35%",Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
78,W,A 0-1000,WRS,WRS0051AC,0,CATALOG,California,N/A,Estrella,Estrella  White Zinfandel,750 ml,Current vintage,500,709,,162.62,25%,,,,,,,,,,,Yes,No,Rose Wine,USA,California,Primitivo / Zinfandel,Zinfandel 100%,Light,High,Low,Chicken|Fish|Vegetables,,
79,W,A 0-1000,WWW,WWW0504AF,1,,Vanichwathana,354116,Robertson Winery,Robertson Winery  Sauvignon Blanc,750 ml,Current Vintage,680,980,898,159.25,19%,8%,,,,,Homey Dinner & Wine,,,,,Yes,No,White Wine,South Africa,Western Cape,Sauvignon Blanc,Sauvignon Blanc 100%,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
80,W,B 1000-2000,WWW,WWW0038AC,0,CATALOG,"EU Wine Co.,Ltd.",N/A,Katnook,Katnook Estate  Chardonnay,750 ml,2013 [**VINTAGE MAY CHANGE],1200,1549,,247.66,17%,,,,,,,,,,,Yes,No,White Wine,Australia,Coonawarra,Chardonnay,Chardonnay 100%,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
81,W,A 0-1000,WWW,WWW0047AC,1,,"EU Wine Co.,Ltd.",N/A,Sunnycliff,Sunnycliff  Chardonnay,750 ml,Current vintage,375,469,,63.32,14%,,450,45.56,11%,4%,,1,,2,13,Yes,No,White Wine,Australia,Victoria,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
82,W,A 0-1000,WWW,WWW0051AC,0,CATALOG,"EU Wine Co.,Ltd.",N/A,Tree Line,Tree Line  Chardonnay,750 ml,Current vintage,560,810,,197.01,26%,,,,,,,,,,,No,No,White Wine,Australia,South Eastern Australia,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
83,W,A 0-1000,WRS,WRS0005AD,1,,IWS,W-FRML-01775,Michel Lynch,Michel Lynch  Bordeaux Rose,750 ml,Current vintage,490,699,649,116.54,19%,7%,600,70.75,13%,8%,,,,1,1,Yes,No,Rose Wine,France,Bordeaux,Merlot,Merlot 100%,Light,Medium,Low,Chicken|Fish|Vegetables,,
84,W,A 0-1000,WRW,WRW0113AD,1,,IWS,W-FRML-01575,Michel Lynch,Michel Lynch  Medoc Reserve Red,750 ml,Current vintage,585,899,,255.19,30%,,720,87.90,13%,20%,,,,,,Yes,No,Red Wine,France,Bordeaux | Médoc,Blended,"Cabernet Franc, Cabernet Sauvignon, Merlot",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
85,W,A 0-1000,WRW,WRW0114AD,1,,IWS,W-FRML-00475,Michel Lynch,Michel Lynch  Bordeaux Rouge,750 ml,Current vintage,500.000008,699,,153.27,23%,,610,70.09,12%,13%,,,,2,2,Yes,No,Red Wine,France,Bordeaux,Blended,"Merlot (60%), Cabernet Sauvignon (25%), Cabernet Franc (15%)",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
86,W,A 0-1000,WWW,WWW0043AD,1,,IWS,W-FRML-00875,Michel Lynch,Michel Lynch  Sauvignon Blanc,750 ml,Current vintage,500,699,648,105.61,17%,7%,600,60.75,11%,7%,Homey Dinner & Wine,,,1,2,Yes,No,White Wine,France,Bordeaux,Sauvignon Blanc,Sauvignon Blanc 100%,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
87,W,C 2000-3000,WRW,WRW0087FT,1,,LUXE WINE,,Chateau Brane Cantenac,Baron de Brane  Margaux,750 ml,2021 [**VINTAGE MAY CHANGE],1890,2700,2488,435.23,19%,8%,2430,381.03,17%,2%,Cabernet Around the World,,,2,3,Yes,No,Red Wine,France,Bordeaux | Margaux,Blended,"74% Cabernet Sauvignon, 23% Merlot",Full,High,High,Beef|Lamb,,
88,W,C 2000-3000,WRW,WRW0090AD,1,,IWS,W-ITAS-01775,Castello Banfi,Castello Banfi  Brunello di Montalcino DOCG,750 ml,2020 [**VINTAGE MAY CHANGE],1690,2549,,692.24,29%,,2030,207.20,11%,20%,,,,1,1,Yes,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,Sangiovese 100%,Full,High,High,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
89,W,A 0-1000,WRW,WRW0091AD,1,,IWS,W-ITAS-01175,Castello Banfi,Castello Banfi  Centine,750 ml,Current vintage,555,919,,303.88,35%,,670,71.17,11%,27%,,,,,,Yes,No,Red Wine,Italy,Tuscany,Sangiovese,"Sangiovese 60%, Cabernet Sauvignon 20%, Merlot 20%",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
90,W,A 0-1000,WRW,WRW0092AD,1,,IWS,W-ITAS-01275,Castello Banfi,Castello Banfi  Col Di Sasso,750 ml,Current vintage,500,829,,274.77,35%,,600,60.75,11%,28%,,,,1,3,Yes,No,Red Wine,Italy,Tuscany,Blended,Cabernet Sauvignon and Sangiovese,Medium,Medium,Low,Beef|Soft Cheese|Pasta,,
91,W,B 1000-2000,WRW,WRW0093AD,1,,IWS,W-FRCH-00975,Chanson Pere & Fils,Chanson Pere & Fils  Fleurie,750 ml,Current vintage,690,1139,998,242.71,26%,12%,830,85.70,11%,17%,Light Reds Week,,,,,Yes,No,Red Wine,France,Burgundy,Gamay,Gamay 100%,Light,High,Low,Beef|Lamb|Hard Cheese,,
92,W,C 2000-3000,WRW,WRW0094AD,0,CATALOG,IWS,W-FRML-01475,Chateau Belregard Figeac,Chateau Belregard Figeac  AOC Saint Emilion Grand Cru,750 ml,2015 [**VINTAGE MAY CHANGE],1650,2370,,564.95,26%,,,,,,,,,,,No,No,Red Wine,France,Bordeaux | Saint-Émilion,Blended,"68% Merlot, 25% Cabernet Sauvignon, 7% Cabernet Franc",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
93,W,B 1000-2000,WRW,WRW0096AD,0,,IWS,W-FRJA-00175,Chateau Du Courlat,Chateau du Courlat  Cuvee JB AOC Lussac Saint Emilion,750 ml,Current vintage,890,1349,,370.75,29%,,1070,110.00,11%,21%,,,,,,Yes,No,Red Wine,France,Bordeaux | Saint-Émilion,Blended,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot and Malbec",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
94,W,C 2000-3000,WRW,WRW0097DW,0,CATALOG,T/A Beverage,,Chateau Du Glana,Chateau du Glana  AOC Saint Julien,750 ml,2016 [**VINTAGE MAY CHANGE],1790,2559,,601.59,25%,,,,,,,,,,,Yes,No,Red Wine,France,Bordeaux | Saint-Julien,Blended,"56% Cabernet Sauvignon, 44% Merlot",Medium,Medium,Medium,Beef|Lamb|Cured Meat,,
95,W,D 3000-4000,WRW,WRW0101AD,0,CATALOG,IWS,W-FRJA-00375,Clos du Clocher,Clos du Clocher  AOC Pomerol,750 ml,N/V,3200,3839,,387.85,11%,,,,,,,,,,,Yes,No,Red Wine,France,Bordeaux | Pomerol,Merlot,"Merlot 80%, Cabernet Franc 20%",Full,High,High,Beef|Lamb|Hard Cheese,,
96,W,A 0-1000,WRW,WRW0104AD,1,,IWS,W-FRLG-00275,Fleur de France,Fleur de France  Cabernet Sauvignon,750 ml,Current vintage,375,549,,138.08,27%,,450,45.56,11%,18%,,,,1,1,Yes,No,Red Wine,France,Languedoc,Cabernet Sauvignon,Cabernet Sauvignon 100%,Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
97,W,D 3000-4000,WRW,WRW0118AD,0,,IWS,W-FROG-00475,Ogier,Ogier  Chateauneuf du Pape Clos de l'Oratoire des Papes,750 ml,2021 [**VINTAGE MAY CHANGE],1695,3465,,"1,543.32",48%,,2040,211.54,11%,41%,,,,,,Yes,No,Red Wine,France,Rhône Valley,Grenache,"80% Grenache, 10% Syrah, 5% Mourvedre, and 5% Cinsault",Full,Medium,Medium,Beef|Mushroom|Hard Cheese|Pasta,,
98,W,A 0-1000,WRW,WRW0134AD,1,,IWS,W-ITGD-01175,Villa Girardi,Villa Girardi  Valpolicella Classico Superiore,750 ml,Current vintage,595,919,,263.88,31%,,720,77.90,12%,22%,,,,,,Yes,No,Red Wine,Italy,Veneto | Valpolicella Ripasso,Corvina,"Corvina Veronese 60%, Rondinella 30% , Molinara 10%",Full,High,High,Beef|Lamb|Hard Cheese|Barbecue,,
99,W,C 2000-3000,WRW,WRW0135AD,0,,IWS,W-ITGD-01275,Villa Girardi,Villa Girardi  Amarone delta Valplicella Classico,750 ml,2019 [**VINTAGE MAY CHANGE],1955,2799,,660.89,25%,,2350,241.26,11%,16%,,,,,,Yes,No,Red Wine,Italy,Veneto | Amarone della Valpolicella,Corvina,"50% Corvina Veronese, 15% Corvinone, 30% Rondinella,  and 5% Molinara",Full,High,High,Beef|Lamb|Hard Cheese|Barbecue,,
100,W,A 0-1000,WRW,WRW0136AD,1,,IWS,W-ITZN-00775,Zonin,Zonin  Chianti DOCG,750 ml,Current vintage,475,699,,178.27,27%,,570,57.71,11%,18%,,,,1,1,Yes,No,Red Wine,Italy,Tuscany | Chianti DOCG,Sangiovese,100% Sangiovese,Full,High,High,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
101,W,A 0-1000,WRW,WRW0137AD,1,,IWS,W-ITZN-03375,Zonin,"Zonin  ""Ventiterre"" Nero d'Avola / Merlot",750 ml,Current vintage,410,599,,149.81,27%,,500,57.29,12%,17%,,,,,,Yes,No,Red Wine,Italy,Sicily,Blended,Merlot and Nero d’Avola,Full,Medium,Medium,Beef|Soft Cheese|Pasta,,
102,W,A 0-1000,WRW,WRW0139AD,1,,IWS,W-ITZN-00875,Zonin,Zonin  Ripasso Valpolicella Superiore DOC,750 ml,Current vintage,570,849,,223.46,28%,,690,74.86,12%,19%,,,,,,Yes,No,Red Wine,Italy,Veneto | Valpolicella Ripasso,Corvina,"70% Corvina, 20% Rondinella and 10% Molinara",Medium,High,High,Beef|Lamb|Hard Cheese|Barbecue,,
103,W,A 0-1000,WSP,WSP0042AD,1,,IWS,A-ITZN-00275,Zonin,Zonin  Prosecco Brut,750 ml,N/V,465.000005,595,,91.07,16%,,560,58.36,11%,6%,,,,3,6,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Prosecco,Prosecco 100%,Light,High,Low,Fish|Seafood|Dessert,,
104,W,A 0-1000,WWW,WWW0034AD,0,CATALOG,IWS,W-FRLG-00175,Fleur de France,Fleur de France  Chardonnay,750 ml,Current vintage,430,589,,120.47,22%,,,,,,,,,,,Yes,No,White Wine,France,Languedoc,Chardonnay,Chardonnay 100%,Medium,Medium,Low,Chicken|Mushroom|Fish|Seafood|Vegetables,,
105,W,A 0-1000,WWW,WWW0053AD,1,,IWS,W-ITZN-00375,Zonin,"Zonin  ""Classico"" Pinot Grigio",750 ml,Current vintage,475,699,,178.27,27%,,570,57.71,11%,18%,,,,,,Yes,No,White Wine,Italy,Veneto,Pinot Grigio,100% Pinot Grigio,Medium,High,Low,Mushroom|Soft Cheese|Seafood|Vegetables,,
106,W,A 0-1000,WWW,WWW0054AD,1,,IWS,W-ITZN-03275,Zonin,"Zonin  ""Ventiterre"" Pinot Grigio",750 ml,Current vintage,410,599,,149.81,27%,,500,57.29,12%,17%,,,,,,Yes,No,White Wine,Italy,Veneto,Pinot Grigio,100%  Pinot Grigio,Light,High,Low,Mushroom|Soft Cheese|Seafood|Vegetables,,
107,W,A 0-1000,WWW,WWW0079AH,1,,Ambrose,05-1901,Banrock Station,Banrock Station  Chardonnay,750 ml,Current vintage,385,509,498,80.42,17%,2%,470,54.25,12%,6%,Best Sellers Right Now,1,,1,1,Yes,No,White Wine,Australia,South Australia,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
108,W,A 0-1000,WRW,WRW0187AH,1,,Ambrose,05-1903,Banrock Station,Banrock Station  Shiraz,750 ml,Current vintage,385,509,478,61.73,14%,6%,470,54.25,12%,2%,Best Sellers Right Now,1,,,,Yes,No,Red Wine,Australia,South Australia,Shiraz,Shiraz,Medium,Medium,Medium,Beef|Lamb,,
109,W,A 0-1000,WWW,WWW0080AH,1,,Ambrose,05-1905,Banrock Station,Banrock Station  Moscato,750 ml,Current vintage,265,349,,61.17,19%,,320,34.07,11%,8%,,3,,4,27,Yes,No,White Wine,Australia,South Australia,Moscato,Moscato 100%,Light,Medium,Low,Dessert,,
110,W,A 0-1000,WWW,WWW0111AA,1,,Italasia,WBP-001W,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Sauvignon Blanc (Screw Cap),750 ml,Current vintage,294,600,549,219.08,43%,9%,450,126.56,30%,18%,,,,1,6,Yes,Yes,White Wine,Chile,Maipo Valley,Sauvignon Blanc,Sauvignon Blanc 100%,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
111,W,A 0-1000,WWW,WWW0110AA,1,,Italasia,WBP-002W,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Reserva Chardonnay,750 ml,Current vintage,346.5,705,649,260.04,43%,8%,530,148.83,30%,18%,,,,,,Yes,Yes,White Wine,Chile,Maipo Valley,Chardonnay,Chardonnay 100%,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
112,W,B 1000-2000,WWW,WWW0119AA,0,,Italasia,WBPF-007W,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Graves Blanc,750 ml,Current vintage,581,1185,,526.48,48%,,890,250.78,30%,25%,,,,,,Yes,No,White Wine,France,Bordeaux,Blended,"Semillon, Sauvignon, Muscadelle",Medium,High,Low,Seafood|Vegetables,,
113,W,B 1000-2000,WRW,WRW0240AA,1,,Italasia,WBP-011R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Escudo Rojo Gran Reserva - Blend,750 ml,Current vintage,532.00351,1085,995,397.90,43%,8%,810,225.01,30%,19%,,,,1,2,Yes,Yes,Red Wine,Chile,Maipo Valley,Blended,"Cabernet Sauvignon, Carmenere, Syrah, Cabernet Franc and Petit Verdot",Full,High,High,Beef|Lamb|Cured Meat|Barbecue,,
114,W,A 0-1000,WRW,WRW0242AA,1,,Italasia,WBP-004R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Reserva Cabernet Sauvignon,750 ml,Current vintage,346.5,705,649,260.04,43%,8%,530,148.83,30%,18%,,,,2,4,Yes,Yes,Red Wine,Chile,Maipo Valley,Cabernet Sauvignon,100% Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
115,W,A 0-1000,WRW,WRW0243AA,1,,Italasia,WBP-005R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Reserva Merlot,750 ml,Current vintage,346.5,705,649,260.04,43%,8%,530,148.83,30%,18%,,1,,1,2,Yes,Yes,Red Wine,Chile,Maipo Valley,Merlot,Merlot 100%,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
116,W,A 0-1000,WRS,WRS0012AA,1,,Italasia,WBPF-001RS,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Bordeaux Rose,750 ml,Current vintage,385,785,,348.64,48%,,590,166.40,30%,25%,,,,,,Yes,No,Rose Wine,France,Bordeaux,Blended,,Light,High,Low,Vegetables|Dessert,,
117,W,B 1000-2000,WRW,WRW0253AA,1,,Italasia,WBPF-020R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Graves Rouge,750 ml,Current vintage,504,1025,,453.94,47%,,770,215.63,30%,25%,,,,1,6,Yes,Yes,Red Wine,France,Bordeaux | Graves,Blended,"61% Merlot, 31% Cabernet Sauvignon, 8% Cabernet Franc",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
118,W,A 0-1000,WRW,WRW0255AA,0,,Italasia,WBPF-014R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Bordeaux Rouge,750 ml,Current vintage,406,825,805,346.34,46%,2%,620,173.44,30%,23%,Best Sellers Right Now,,,8,23,Yes,Yes,Red Wine,France,Bordeaux,Merlot,"Merlot (60%), Cabernet Sauvignon (20%), Cabernet Franc (20%)",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Pasta,,
119,W,B 1000-2000,WRW,WRW0254AA,1,,Italasia,WBPF-017R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Reserve Medoc,750 ml,Current vintage,511,1040,,460.96,47%,,780,217.97,30%,25%,,,,1,6,No,Yes,Red Wine,France,Bordeaux | Médoc,Blended,"50% Cabernet Sauvignon, 45% Merlot, 5% Cabernet Franc",Full,Medium,Medium,Beef|Lamb|Cured Meat,,
120,W,A 0-1000,WWW,WWW0120AA,1,,Italasia,WBPF-005W,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mouton Cadet Bordeaux Blanc,750 ml,Current vintage,448.269231,855,805,304.07,40%,6%,640,149.86,25%,20%,,1,,1,6,Yes,Yes,White Wine,France,Bordeaux,Sauvignon Blanc,"Sauvignon Blanc 65%,Semillon 30% and Muscadelle 5%",Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
121,W,A 0-1000,WWW,WWW0096AH,1,,Ambrose,05-0201,Hardys,Hardys  Stamp Chardonnay/Semillon,750 ml,Current vintage,380,499,,86.36,19%,,460,49.91,12%,8%,,,,1,6,Yes,No,White Wine,Australia,South Eastern Australia,Blended,,Medium,High,Low,Chicken|Fish|Seafood|Vegetables,,
122,W,A 0-1000,WRW,WRW0203AH,1,,Ambrose,05-1803,Hardys,Hardys  Varietal Range Cabernet Sauvignon,750 ml,Current vintage,320,399,,52.90,14%,,390,44.49,12%,2%,,3,,7,31,Yes,No,Red Wine,Australia,South Eastern Australia,Cabernet Sauvignon,Cabernet Sauvignon (100%),Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
123,W,A 0-1000,WRW,WRW0207AH,1,,Ambrose,05-0202,Hardys,Hardys  Stamp Shiraz/Cabernet Sauvignon,750 ml,Current vintage,380,499,,86.36,19%,,460,49.91,12%,8%,,1,,2,2,Yes,No,Red Wine,Australia,South Eastern Australia,Shiraz,"Shiraz (60%), Cabernet Sauvignon (40%)",Medium,Medium,Medium,Beef|Lamb|Spicy Food,,
124,W,A 0-1000,WRW,WRW0204AH,1,,Ambrose,05-1804,Hardys,Hardys  Varietal Range Shiraz,750 ml,Current vintage,320,399,,52.90,14%,,390,44.49,12%,2%,,3,,4,23,Yes,No,Red Wine,Australia,South Eastern Australia,Shiraz,Shiraz (100%),Full,Medium,Medium,Beef|Lamb|Spicy Food,,
125,W,A 0-1000,WWW,WWW0092AH,1,,Ambrose,05-1801,Hardys,Hardys  Varietal Range Chardonnay,750 ml,Current vintage,320,399,,52.90,14%,,390,44.49,12%,2%,,3,,2,16,Yes,No,White Wine,Australia,South Eastern Australia,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
126,W,A 0-1000,WRW,WRW0202AH,1,,Ambrose,05-1802,Hardys,Hardys  Varietal Range Merlot,750 ml,Current vintage,320,399,,52.90,14%,,390,44.49,12%,2%,,3,,3,19,Yes,No,Red Wine,Australia,South Eastern Australia,Merlot,Merlot (100%),Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
127,W,A 0-1000,WRW,WRW0208AH,1,,Ambrose,05-0208,Hardys,Hardys  Stamp Cabernet/Merlot,750 ml,Current vintage,380,499,,86.36,19%,,460,49.91,12%,8%,,2,,3,7,Yes,No,Red Wine,Australia,South Eastern Australia,Blended,Cabernet Sauvignon and Merlot,Medium,Medium,Medium,Beef|Soft Cheese,,
128,W,F 5K-10K,WRW,WRW0230AH,1,,Ambrose,02-0106,Montes,"Montes  Alpha ""M""",750 ml,2020 [**VINTAGE MAY CHANGE],3850,5499,4709,550.93,13%,14%,5070,888.32,19%,-8%,Cabernet Around the World,,,,,Yes,No,Red Wine,Chile,Casablanca Valley,Cabernet Sauvignon,"80% cabernet sauvignon, 10% cabernet franc, 5% merlot and 5% petit verdot.",Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
129,W,B 1000-2000,WWW,WWW0106AH,1,,Ambrose,02-0104,Montes,Montes  Alpha Chardonnay,750 ml,Current vintage,900,1199,1128,154.21,15%,6%,1080,109.35,11%,4%,Homey Dinner & Wine,,,1,24,Yes,No,White Wine,Chile,Aconcagua Valley,Chardonnay,Chardonnay 100%,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
130,W,F 5K-10K,WRW,WRW0233AH,1,,Ambrose,02-0172,Montes,Montes  Folly Syrah,750 ml,2020 [**VINTAGE MAY CHANGE],4300,5499,,839.25,16%,,5070,438.32,9%,8%,,,,,,Yes,No,Red Wine,Chile,Casablanca Valley,Shiraz,Syrah 100%,Full,Medium,Medium,Beef|Lamb,,
131,W,B 1000-2000,WRW,WRW0232AH,1,,Ambrose,02-0103,Montes,Montes  Alpha Cabernet Sauvignon,750 ml,Current Vintage,900,1199,1128,154.21,15%,6%,1080,109.35,11%,4%,Cabernet Around the World,,,,,Yes,No,Red Wine,Chile,Colchagua Valley,Cabernet Sauvignon,Cabernet Sauvignon (100%),Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
132,W,B 1000-2000,WRW,WRW0231AH,1,,Ambrose,02-0105,Montes,Montes  Alpha Merlot,750 ml,Current Vintage,900,1199,1128,154.21,15%,6%,1080,109.35,11%,4%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,Chile,Colchagua Valley,Merlot,Merlot 90% - Carmenère 10%,Medium,Medium,Medium,Beef|Lamb|Pork|Duck|Cured Meat|Pasta,,
133,W,F 5K-10K,WRW,WRW0234AH,1,,Ambrose,02-0193,Montes,Montes  Purple Angel Carmenere,750 ml,2021 [**VINTAGE MAY CHANGE],3600,5499,,"1,539.25",30%,,5070,"1,138.32",24%,8%,,,,1,2,Yes,No,Red Wine,Chile,Casablanca Valley,Carmenere,92% Carmenere and 8% Petit Verdot.,Full,Medium,Medium,Beef|Lamb,,
134,W,C 2000-3000,WRW,WRW0211AH,1,,Ambrose,Y0-0103,Robert Mondavi,Robert Mondavi   Napa Valley Cabernet Sauvignon,750 ml,2021 [**VINTAGE MAY CHANGE],1590,2099,1988,267.94,14%,5%,1910,195.05,11%,4%,Cabernet Around the World,1,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"81% Cabernet Sauvignon, 8% Merlot, 7% Petit Verdot, 3% Cabernet Franc, 1% Malbec",Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
135,W,A 0-1000,WWW,WWW0102AH,1,,Ambrose,Y0-0502,Robert Mondavi,Robert Mondavi   Private Selection Sauvignon Blanc,750 ml,Current vintage,700,989,908,148.60,18%,8%,840,85.05,11%,7%,Homey Dinner & Wine,,,,,Yes,No,White Wine,USA,California,Sauvignon Blanc,Sauvignon Blanc 100%,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
136,W,A 0-1000,WWW,WWW0100AH,1,,Ambrose,Y0-0501,Robert Mondavi,Robert Mondavi   Private Selection Vint Chardonnay,750 ml,Current vintage,700,989,928,167.29,19%,6%,840,85.05,11%,9%,Homey Dinner & Wine,4,,1,1,Yes,No,White Wine,USA,California,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
137,W,A 0-1000,WRW,WRW0214AH,1,,Ambrose,Y0-0504,Robert Mondavi,Robert Mondavi   Private Selection Vint Merlot,750 ml,Current vintage,700,989,928,167.29,19%,6%,840,85.05,11%,9%,Homey Dinner & Wine,1,,,,Yes,No,Red Wine,USA,California,Merlot,"86% Merlot, 9% Syrah, 5% Petite Sirah",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Pasta,,
138,W,A 0-1000,WRW,WRW0215AH,1,,Ambrose,Y0-0505,Robert Mondavi,Robert Mondavi   Private Selection Vint Pinot Noir,750 ml,Current vintage,700,989,,224.30,24%,,840,85.05,11%,15%,,,,,,Yes,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,Medium,High,Low,Pork|Chicken|Fish,,
139,W,A 0-1000,WRW,WRW0213AH,1,,Ambrose,Y0-0503,Robert Mondavi,Robert Mondavi   Private Selection Vint Cabernet Sauvignon,750 ml,Current vintage,700,989,958,195.33,22%,3%,840,85.05,11%,12%,Cabernet Around the World,2,,3,16,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,Cabernet Sauvignon (100%),Full,Medium,Medium,Beef|Cured Meat|Hard Cheese|Barbecue|Pasta,,
140,W,A 0-1000,WRW,WRW0216AH,1,,Ambrose,Y0-0603,Robert Mondavi,Robert Mondavi   Woodbridge Cabernet Sauvignon,750 ml,NV,530,679,,104.58,16%,,640,68.13,11%,6%,,2,,2,7,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,"76% Cabernet Sauvignon, 13% Syrah, 5% Petite Sirah, 2% Petit Verdot,1% Merlot and 3% other complementary varieties.",Full,Medium,Medium,Beef|Lamb|Cured Meat|Barbecue|Pasta,,
141,W,A 0-1000,WWW,WWW0103AH,1,,Ambrose,Y0-0601,Robert Mondavi,Robert Mondavi   Woodbridge Chardonnay,750 ml,NV,530,679,,104.58,16%,,640,68.13,11%,6%,,,,1,1,Yes,No,White Wine,USA,California,Chardonnay,"76% Chardonnay, 18% French Colombard, 3% Viognier, 3% Proprietary blend of aromatic varieties",Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
